amount,hour,freq_1h,freq_24h,avg_spend,spend_deviation,new_device,new_merchant,weekend,night_txn,fraud
3471.39,13,1,4,1341.39,1.5867,0,1,0,0,0
1514.88,8,0,6,1777.45,-0.1476,0,0,0,0,0
2350.55,17,0,4,3214.37,-0.2687,0,0,0,0,0
396074.09,8,1,4,734.72,537.3488,0,1,1,0,1
48.13,9,1,2,105.19,-0.5374,0,0,1,0,0
14574.74,9,1,9,3042.3,3.7895,1,0,0,0,0
712.53,13,0,2,5798.87,-0.877,0,0,1,0,0
1687.48,10,1,7,609.95,1.7637,1,0,0,0,0
1024.27,8,2,7,4507.62,-0.7726,0,0,1,0,1
580.36,12,0,5,1297.85,-0.5524,0,0,1,0,0
466.5,19,1,7,1272.26,-0.6328,0,0,1,0,0
1797.7,14,2,4,781.45,1.2988,0,0,1,0,0
112.64,19,1,5,151.23,-0.2535,0,0,0,0,0
3380.8,8,0,3,764.87,3.4157,0,0,0,0,0
587.4,8,1,3,3494.87,-0.8317,0,0,1,0,0
201.32,14,2,3,1368.87,-0.8523,0,0,1,0,0
558.35,12,3,7,627.42,-0.1099,1,0,1,0,0
7228.04,15,0,6,144.95,48.5295,0,0,0,0,0
491.27,17,4,6,1727.09,-0.7151,0,0,1,0,1
1877.47,17,1,5,712.61,1.6323,1,0,1,0,0
366.34,21,2,7,865.8,-0.5762,0,0,0,0,0
3418.25,11,3,7,477.61,6.1441,0,0,0,0,0
3066.41,8,0,6,1375.06,1.2291,1,0,1,0,0
17551.83,13,1,4,1972.84,7.8927,0,1,0,0,0
842.74,7,1,5,904.45,-0.0682,0,1,0,0,0
2989.86,9,4,6,2831.61,0.0559,0,0,1,0,0
1270.42,8,2,2,1825.41,-0.3039,0,0,0,0,1
7660.31,11,1,5,959.46,6.9767,0,1,0,0,0
373.06,7,1,4,489.71,-0.2377,0,0,0,0,0
3352.66,5,0,7,453.26,6.3826,0,0,0,0,1
818.89,15,3,4,104.96,6.7377,0,1,0,0,1
995.97,14,1,6,244.8,3.056,0,1,0,0,0
1258.44,16,1,5,584.36,1.1516,0,0,0,0,1
1600.96,15,1,7,916.3,0.7464,0,0,0,0,0
921.18,7,3,3,717.21,0.284,1,0,0,0,0
1513.33,9,2,1,1699.82,-0.1096,0,0,0,0,0
11698.05,7,4,3,882.89,12.2358,0,0,0,0,0
4808.66,18,0,4,343.24,12.9716,0,0,0,0,0
4038.92,16,3,4,336.13,10.9831,0,0,0,0,0
553.74,8,2,6,1098.25,-0.4953,0,0,0,0,0
288.92,10,3,8,218.42,0.3213,0,0,0,0,0
4596.04,22,0,3,515.61,7.8985,0,0,0,0,1
4080.89,14,0,4,1144.32,2.564,0,1,1,0,0
9986.67,17,2,5,261.3,37.0777,0,0,1,0,0
443.2,9,1,9,398.01,0.1133,0,0,1,0,0
777.18,8,3,3,661.66,0.1743,0,1,0,0,0
93.76,17,1,3,799.03,-0.8816,0,0,0,0,0
608.68,15,1,3,1010.51,-0.3973,0,0,0,0,0
4889.55,15,0,6,699.56,5.981,0,0,0,0,0
544.71,13,0,2,600.42,-0.0926,0,0,0,0,1
2866.13,13,2,3,482.58,4.929,0,0,0,0,0
824.06,16,2,2,2095.69,-0.6065,0,0,0,0,0
1783.06,9,0,9,292.71,5.0741,0,0,1,0,1
196.07,10,2,9,1797.37,-0.8904,0,0,0,0,0
1246.15,19,2,8,670.67,0.8568,0,0,1,0,0
12.35,10,0,7,558.51,-0.9761,0,0,0,0,0
828.53,13,1,5,815.5,0.016,0,0,0,0,0
95.04,16,1,3,284.6,-0.6637,0,0,0,0,1
6694.17,23,3,2,1649.37,3.0568,0,0,0,1,0
3519.63,12,2,5,1214.93,1.8954,0,0,0,0,0
2208.36,12,1,5,389.55,4.657,0,0,1,0,0
10737.63,18,2,4,1077.69,8.9552,0,0,0,0,0
264.18,17,0,3,380.85,-0.3055,0,0,1,0,0
15078.8,16,2,4,250.97,58.8469,0,0,0,0,0
4439.46,12,0,8,888.05,3.9946,0,0,0,0,0
769.06,10,1,4,572.0,0.3439,0,0,1,0,0
6023.54,14,3,6,585.2,9.2773,0,0,0,0,0
208.63,19,3,5,1882.42,-0.8887,0,0,1,0,0
318.37,19,1,4,1298.26,-0.7542,0,0,0,0,0
440.15,7,4,5,1475.49,-0.7012,1,0,0,0,0
495.98,12,1,1,266.26,0.8595,0,0,0,0,0
224.79,12,0,7,621.73,-0.6374,0,0,0,0,0
6867.98,22,1,3,1354.79,4.0664,0,0,0,0,0
743.76,15,2,4,1989.22,-0.6258,0,0,0,0,0
1860.79,11,3,5,633.59,1.9339,0,0,1,0,0
466.13,4,2,7,195.88,1.3727,0,0,1,1,0
71.46,14,1,4,1261.19,-0.9426,1,0,0,0,1
1644.33,7,3,1,1344.13,0.2232,0,1,0,0,0
62.28,18,1,7,641.08,-0.9014,0,0,0,0,1
989.35,17,0,5,1067.26,-0.0729,0,0,1,0,0
140.83,12,0,5,172.99,-0.1848,0,0,0,0,0
21610.06,12,1,4,1585.05,12.6257,0,0,0,0,0
4302.9,19,1,3,1076.65,2.9938,0,0,0,0,1
1285.15,9,1,8,332.04,2.8619,0,0,1,0,0
7299.49,9,0,7,2613.62,1.7922,0,0,1,0,0
308.13,21,3,4,141.46,1.1699,0,0,0,0,0
2478.03,17,3,6,768.37,2.2221,0,0,0,0,0
1479.88,18,2,4,2365.26,-0.3742,0,0,0,0,1
1629.5,8,3,6,5152.63,-0.6836,0,0,1,0,0
7394.78,7,1,3,239.7,29.7265,0,0,0,0,1
3290.31,4,1,3,845.99,2.8859,0,0,0,1,0
1691.02,9,0,6,585.97,1.8826,0,0,1,0,1
91.62,17,1,4,674.51,-0.8629,0,0,1,0,0
259.8,9,1,5,749.78,-0.6526,0,0,0,0,0
912.27,16,0,13,1031.72,-0.1157,0,0,0,0,0
1261.5,9,2,5,6364.5,-0.8017,0,0,0,0,0
201.28,11,1,6,2224.81,-0.9091,0,1,1,0,0
40843.99,22,1,4,150.73,268.1972,0,0,0,0,1
10663.6,9,3,2,307.81,33.5345,0,0,1,0,1
2705.87,11,1,6,1424.9,0.8984,0,0,0,0,1
1221.77,10,0,6,220.08,4.5308,0,0,0,0,0
797.66,7,3,6,223.14,2.5633,0,0,0,0,0
262.99,12,2,5,440.41,-0.4019,0,1,1,0,0
1231.79,11,4,5,1528.37,-0.1939,0,0,1,0,0
1614.25,16,2,10,1741.71,-0.0731,0,1,0,0,1
170.27,18,0,5,274.07,-0.3774,0,0,0,0,0
1810.33,13,0,6,103.87,16.2718,0,0,0,0,0
868.8,5,0,5,1879.75,-0.5375,0,0,0,0,0
62.7,14,1,6,1459.6,-0.9564,0,0,0,0,0
301.7,6,0,4,767.06,-0.6059,0,0,0,0,0
589.69,14,1,8,581.52,0.014,0,0,1,0,1
18611.44,15,0,5,656.28,27.3175,0,0,1,0,0
2527.11,8,0,9,763.0,2.309,0,1,0,0,0
147.94,18,0,6,383.08,-0.6122,0,0,0,0,0
2273.45,20,1,3,2394.06,-0.0504,0,0,0,0,0
107.67,18,1,6,88.7,0.2115,0,0,0,0,0
5563.8,10,0,4,1943.26,1.8622,0,0,0,0,0
540.94,14,1,8,294.86,0.8318,0,0,0,0,0
952.93,20,0,7,94.28,9.012,0,0,0,0,0
8011.99,10,1,2,1031.61,6.7599,0,0,0,0,0
159.06,18,1,5,1195.8,-0.8663,0,0,0,0,0
134.87,0,3,5,521.43,-0.7399,0,0,0,1,0
456.96,0,1,6,1160.41,-0.6057,0,0,0,1,1
5206.01,17,0,6,101.31,49.8963,0,0,0,0,0
112.28,17,0,8,2338.31,-0.9516,0,0,1,0,0
15.67,17,3,5,213.69,-0.9224,0,0,0,0,0
557.39,20,6,2,1541.36,-0.638,0,0,0,0,0
2508.93,7,2,4,702.21,2.5692,0,0,0,0,0
6636.85,9,1,8,722.04,8.1805,0,0,0,0,0
547.44,20,1,4,126.86,3.2893,0,1,0,0,0
591.62,8,1,5,4337.43,-0.8634,0,0,0,0,0
6191.0,15,1,5,2181.46,1.8372,0,0,1,0,0
66.38,13,3,4,310.14,-0.7834,0,0,0,0,1
612.3,7,1,4,2842.72,-0.7843,0,0,0,0,0
1459.19,9,0,2,466.26,2.125,0,1,0,0,0
2151.3,13,2,7,451.91,3.7522,0,0,1,0,0
510.45,18,5,4,187.83,1.7085,0,0,0,0,0
1154.78,16,3,5,547.05,1.1089,0,0,0,0,0
26.25,14,1,6,643.23,-0.9577,0,0,0,0,1
408.56,13,0,5,307.35,0.3282,0,0,1,0,0
2165.19,10,2,6,1385.2,0.5627,0,0,0,0,0
251.28,7,0,6,3143.79,-0.9198,0,0,0,0,0
1198.08,11,1,3,1379.75,-0.1316,0,0,1,0,0
2143.74,4,0,5,132.91,15.0166,0,0,0,1,1
656.01,8,2,6,152.1,3.2913,0,0,0,0,1
1416.15,12,2,5,833.55,0.6981,0,0,1,0,0
258.76,11,1,3,1785.25,-0.8546,0,0,0,0,0
804.39,6,4,3,523.88,0.5344,0,0,0,0,0
2738.93,14,4,6,735.64,2.7195,0,0,0,0,0
1387.78,13,3,3,705.72,0.9651,1,0,0,0,1
454.96,7,2,6,499.73,-0.0894,0,1,0,0,1
1535.06,21,2,7,1036.61,0.4804,0,0,0,0,1
3203.23,7,2,7,913.54,2.5036,0,0,1,0,0
50.66,18,0,6,1805.51,-0.9714,0,0,0,0,1
6239.22,0,0,5,228.07,26.2414,0,0,0,1,0
662.23,19,0,2,123.71,4.3181,0,0,1,0,0
2076.08,2,1,3,652.85,2.1767,0,0,1,1,1
6606.9,17,3,7,429.9,14.335,0,0,1,0,0
140.12,11,1,7,350.78,-0.5988,0,0,0,0,0
378.36,16,3,1,274.7,0.376,0,0,0,0,0
711.36,11,3,7,1792.68,-0.6028,0,0,1,0,0
338.45,6,1,3,591.26,-0.4269,0,0,0,0,0
14800.33,17,1,4,6922.52,1.1378,0,0,1,0,1
303.34,6,0,5,514.27,-0.4094,0,0,1,0,0
476.6,20,0,10,343.16,0.3877,0,0,1,0,0
1490.08,6,6,4,1700.73,-0.1238,0,0,0,0,1
180.69,12,1,3,4929.91,-0.9632,0,0,0,0,0
605.76,16,2,4,404.51,0.4963,0,0,0,0,0
1765.48,11,3,8,1586.85,0.1125,1,0,0,0,1
665.61,8,2,5,187.74,2.532,0,0,1,0,0
953.29,17,1,9,517.5,0.8405,0,0,1,0,1
495.72,17,2,4,220.66,1.2409,0,0,0,0,0
113.1,20,1,4,1047.1,-0.8911,0,1,0,0,0
1776.48,11,1,6,539.1,2.291,0,0,0,0,0
15250.99,13,2,6,342.0,43.4665,0,0,1,0,0
1127.32,11,1,8,1876.38,-0.399,0,1,1,0,0
1537.47,9,3,2,202.2,6.5711,0,0,0,0,0
3099.77,17,1,1,5306.57,-0.4158,0,0,1,0,0
163.37,10,0,6,1212.39,-0.8645,0,0,0,0,0
14097.77,12,0,7,1783.17,6.9021,0,0,0,0,1
1485.48,11,1,7,2402.66,-0.3816,0,0,0,0,0
12680.05,16,2,2,1592.24,6.9593,0,0,0,0,0
365.2,20,2,7,112.12,2.2374,0,0,0,0,1
16765.74,15,2,6,130.61,126.3955,0,0,0,0,1
3507.76,12,0,1,244.35,13.3013,0,0,1,0,0
2513.82,17,5,6,429.05,4.8478,0,0,0,0,0
1557.81,15,2,5,2588.86,-0.3981,0,0,0,0,0
755.37,6,0,8,160.98,3.6695,0,0,0,0,0
6639.54,7,2,6,247.76,25.6945,1,0,1,0,0
1353.62,5,2,1,365.41,2.6971,0,0,0,0,0
57.36,12,1,3,731.82,-0.9204,0,0,0,0,0
205.25,18,1,5,1133.72,-0.8182,0,0,0,0,0
829.84,10,1,1,242.81,2.4078,0,1,1,0,1
1745.85,11,1,4,3246.52,-0.4621,0,0,1,0,0
1007.39,20,1,5,1128.03,-0.1069,0,0,0,0,0
6825.74,18,4,4,855.34,6.972,0,0,1,0,1
58.75,15,2,8,771.66,-0.9227,0,0,1,0,0
1360.19,9,1,5,150.13,8.0068,0,0,1,0,0
71.74,7,1,4,589.98,-0.8769,0,0,0,0,0
3427.44,2,1,5,719.19,3.7605,0,0,1,1,1
951.76,7,2,4,1499.28,-0.3649,0,0,1,0,0
2057.85,9,0,6,1444.56,0.4243,1,0,0,0,1
300.12,13,2,6,2844.55,-0.8942,0,0,1,0,0
7474.09,6,3,6,870.75,7.5748,0,0,0,0,1
5232.2,7,1,7,197.66,25.3425,0,0,0,0,0
2631.52,8,1,4,2158.27,0.2192,0,0,1,0,0
903.0,15,2,4,3573.09,-0.7471,0,0,1,0,0
2617.01,14,3,1,1210.9,1.1603,0,1,0,0,0
379.81,13,2,8,3492.63,-0.891,1,0,0,0,1
3957.36,9,1,8,878.82,3.4991,0,0,0,0,1
13019.73,11,1,4,433.94,28.9366,0,0,0,0,0
5463.89,7,0,7,390.5,12.959,0,0,1,0,0
367.09,9,0,7,170.85,1.1419,0,0,1,0,0
1885.84,19,1,4,548.98,2.4307,0,0,1,0,0
157.64,22,0,7,197.35,-0.2002,0,0,0,0,0
2587.86,15,4,6,7687.09,-0.6633,0,0,1,0,0
2155.77,20,2,4,276.41,6.7747,0,0,0,0,1
66.37,15,1,6,1985.08,-0.9661,0,0,1,0,1
191.97,5,2,6,152.34,0.2584,0,0,0,0,0
717.15,23,0,9,429.94,0.6665,0,0,0,1,0
698.34,7,0,6,535.61,0.3033,0,0,1,0,0
178.71,15,3,7,485.48,-0.6306,0,0,0,0,0
1965.43,9,0,4,639.51,2.0701,0,0,0,0,0
1599.12,11,1,3,1720.57,-0.0705,0,0,1,0,0
819.42,15,4,2,3551.14,-0.769,0,0,0,0,0
352.95,12,4,3,863.71,-0.5907,0,0,1,0,0
5287.29,9,3,7,546.41,8.6605,0,0,0,0,1
13135.98,10,0,6,240.64,53.3657,0,0,0,0,1
530.94,10,1,3,589.67,-0.0994,0,0,0,0,0
437.79,21,0,2,161.3,1.7035,0,0,1,0,0
2291.16,17,1,9,540.89,3.2299,0,0,1,0,1
640.95,12,1,6,7441.74,-0.9137,0,0,0,0,0
889.72,8,0,7,3871.88,-0.77,0,0,0,0,0
3325.85,18,2,6,928.82,2.5779,0,1,0,0,1
62.55,8,0,6,1869.61,-0.966,0,1,1,0,0
7922.43,8,5,5,374.61,20.095,0,0,1,0,0
1222.95,11,0,4,288.28,3.231,0,0,0,0,1
591.56,19,5,10,293.37,1.013,0,1,0,0,0
959.25,7,0,6,544.84,0.7592,0,0,0,0,0
1036.54,7,0,8,1887.61,-0.4506,0,0,0,0,0
81.71,13,1,3,215.77,-0.6184,0,0,0,0,0
10325.87,9,0,2,1223.06,7.4366,0,1,0,0,0
1166.76,14,2,8,1596.33,-0.2689,0,1,0,0,0
2131.33,12,1,9,834.37,1.5526,0,1,0,0,0
4570.26,12,1,2,343.06,12.2862,1,0,0,0,1
237.05,7,1,2,1017.36,-0.7662,0,0,0,0,0
2231.01,7,1,6,805.95,1.766,0,0,0,0,0
734.02,18,3,6,1384.28,-0.4694,0,0,1,0,0
3905.56,19,3,5,2199.54,0.7753,0,0,0,0,0
45.11,9,2,3,204.98,-0.7761,0,0,1,0,0
945.16,7,1,7,1033.49,-0.0854,1,0,0,0,0
443.98,6,3,5,1225.05,-0.6371,0,1,1,0,0
2097.28,14,0,3,1074.18,0.9516,0,0,1,0,0
2219.56,16,3,6,1103.98,1.0096,0,1,0,0,0
379.39,11,0,4,474.86,-0.2006,0,0,1,0,0
376.81,15,2,8,232.16,0.6204,0,0,0,0,0
928.9,16,1,6,142.37,5.4858,0,0,1,0,0
285.73,21,0,6,1903.92,-0.8495,0,0,0,0,1
3877.61,6,3,3,677.69,4.7149,0,0,1,0,1
630.3,8,0,7,960.44,-0.3434,0,0,0,0,0
14.01,6,2,7,785.83,-0.9809,0,0,0,0,0
625.01,19,3,1,561.98,0.1119,0,0,0,0,1
230.95,17,2,4,1955.16,-0.8814,0,0,0,0,1
94.92,14,0,4,491.97,-0.8054,0,1,0,0,0
171.38,7,0,6,1379.99,-0.8752,0,0,1,0,0
1292.21,9,2,4,604.74,1.1349,0,1,0,0,0
8046.25,10,2,5,73.56,106.927,0,1,0,0,0
1754.21,13,1,5,362.79,3.8249,1,0,0,0,1
441.53,9,3,6,2041.8,-0.7834,0,0,0,0,0
2172.98,7,2,6,264.72,7.1816,0,0,0,0,0
550.8,16,0,3,1306.1,-0.5778,0,0,0,0,1
386.87,10,1,6,939.68,-0.5877,0,0,1,0,0
194.12,12,1,7,730.89,-0.7334,0,0,0,0,0
79.22,7,1,4,798.54,-0.8997,0,0,0,0,0
611.01,17,0,3,1249.72,-0.5107,0,0,0,0,1
1390.03,14,1,8,898.41,0.5466,0,0,0,0,0
948.67,19,2,8,239.02,2.9566,0,0,0,0,0
587.6,13,0,7,2032.49,-0.7105,0,0,0,0,1
265.44,21,0,1,4400.84,-0.9395,0,0,0,0,1
2730.85,19,2,3,176.32,14.4061,0,0,0,0,0
152.06,14,1,6,411.19,-0.6287,0,0,0,0,0
3512.35,21,1,11,3375.11,0.0407,0,0,0,0,0
243.88,10,1,6,381.34,-0.3595,0,0,0,0,0
354.73,11,2,6,1106.11,-0.6787,0,0,0,0,1
121.49,6,2,5,595.02,-0.7945,0,0,0,0,0
516.92,14,0,10,2656.54,-0.8051,0,0,1,0,0
4736.1,16,2,2,514.29,8.1931,0,0,1,0,0
2376.64,17,3,2,122.95,18.1818,0,0,0,0,0
4758.24,8,2,7,1236.23,2.8467,0,0,0,0,0
2399.98,12,1,5,2073.12,0.1576,0,0,0,0,0
209.45,8,4,4,1006.81,-0.7912,0,0,1,0,0
667.68,15,0,6,303.09,1.199,0,0,0,0,1
340.26,8,3,2,506.86,-0.328,0,0,0,0,0
8069.63,20,1,4,861.87,8.3532,0,0,0,0,1
182.15,9,0,6,1240.41,-0.8525,0,0,0,0,0
4190.38,9,2,3,1474.2,1.8412,0,1,0,0,0
4185.71,18,2,7,562.03,6.4361,0,0,0,0,0
17058.95,12,4,6,1114.23,14.2973,0,1,0,0,1
593.16,3,0,5,331.2,0.7886,0,0,0,1,0
3192.26,13,2,3,3408.97,-0.0636,0,0,1,0,0
33606.6,7,0,4,100.58,329.8552,1,0,0,0,1
434.21,23,4,8,4297.1,-0.8987,0,0,1,1,1
109.67,14,4,5,148.84,-0.2614,0,0,0,0,1
65.36,9,2,3,404.07,-0.8362,0,0,0,0,0
3194.12,13,1,6,138.74,21.8646,0,1,0,0,0
65.06,7,3,5,1132.35,-0.9417,0,0,0,0,0
627.36,17,2,6,1007.27,-0.3768,0,0,0,0,1
2113.22,20,3,5,365.76,4.7646,0,0,1,0,1
1447.75,19,0,2,172.62,7.3445,0,0,0,0,0
2075.94,10,3,3,1721.2,0.206,0,0,0,0,0
1530.63,10,0,4,514.13,1.9733,0,1,1,0,1
7467.37,5,2,2,714.03,9.4448,0,0,0,0,1
262.83,15,4,4,253.03,0.0386,0,0,1,0,0
397.23,13,0,5,1372.21,-0.71,0,1,0,0,0
344.13,12,0,5,493.76,-0.3024,0,0,0,0,0
3809.63,20,1,7,879.45,3.328,0,0,0,0,1
4232.71,8,1,7,327.84,11.8749,0,0,1,0,0
2157.79,0,2,7,1042.68,1.0684,0,1,1,1,0
6472.0,7,2,10,553.02,10.6836,0,0,1,0,0
187.34,8,2,10,115.76,0.6131,0,0,0,0,0
13370.9,5,4,6,940.5,13.2028,0,0,0,0,1
10773.64,13,0,5,1251.49,7.6026,0,0,0,0,0
3305.8,10,2,2,244.99,12.443,0,0,0,0,0
15878.14,8,3,4,2674.57,4.9349,0,0,0,0,0
91.38,17,1,6,237.57,-0.6128,0,0,0,0,0
499.36,8,0,4,1080.8,-0.5375,0,1,1,0,0
363.96,16,0,3,3672.27,-0.9006,0,0,1,0,0
3236.41,10,0,2,4747.01,-0.3182,0,0,0,0,0
226.96,13,2,5,224.84,0.0094,0,0,1,0,0
3416.06,21,1,6,1468.02,1.3261,0,0,0,0,0
8568.13,5,1,9,428.96,18.9301,0,0,0,0,0
3111.33,13,1,7,261.38,10.8619,0,0,1,0,0
1678.45,18,1,8,857.93,0.9553,0,0,1,0,0
249.18,14,4,4,1810.26,-0.8619,0,1,0,0,0
307.88,9,0,4,598.2,-0.4845,0,0,1,0,1
7146.86,11,1,2,149.35,46.5419,0,0,0,0,0
3529.9,15,1,6,181.85,18.3106,0,0,1,0,0
1034.29,19,0,2,1412.36,-0.2675,0,0,0,0,0
585.89,6,1,3,1102.85,-0.4683,0,0,0,0,0
52.52,6,3,3,1109.72,-0.9518,0,0,1,0,1
220.02,10,2,2,184.76,0.1898,0,0,1,0,0
19285.88,9,2,8,347.74,54.3046,0,0,0,0,0
160.66,9,3,11,370.66,-0.565,0,0,0,0,0
1457.12,8,2,8,193.99,6.4779,0,0,1,0,0
4969.95,8,0,5,751.16,5.6089,0,0,0,0,0
166.94,7,2,7,319.65,-0.4763,0,0,0,0,0
1446.74,21,1,5,528.6,1.7336,0,0,0,0,1
4477.74,8,0,4,295.04,14.1289,0,0,1,0,1
1117.39,8,4,3,205.91,4.4051,0,1,0,0,0
81032.42,9,2,6,196.15,410.0308,0,0,0,0,1
89.76,20,2,6,275.07,-0.6713,0,0,1,0,0
5367.37,17,1,4,907.58,4.9085,0,0,0,0,1
846.24,17,1,4,272.78,2.0946,0,0,0,0,0
3490.78,7,2,0,773.28,3.5097,0,0,1,0,0
2125.92,18,3,7,2113.18,0.006,0,1,1,0,0
365.13,11,0,4,693.31,-0.4727,0,1,0,0,0
1546.11,9,3,5,179.75,7.5592,0,0,1,0,0
67.57,14,1,6,392.17,-0.8256,0,0,1,0,0
2710.45,18,0,7,2000.3,0.3548,0,0,0,0,0
1715.12,17,1,4,668.23,1.5643,0,0,0,0,0
2858.32,19,0,7,306.79,8.29,0,1,0,0,1
5362.46,20,3,3,386.9,12.8269,0,0,0,0,0
1903.46,9,2,3,2686.57,-0.2914,0,0,0,0,0
1369.41,12,1,7,1833.06,-0.2528,0,0,0,0,1
292.48,1,2,6,597.13,-0.5093,0,0,0,1,0
376.78,19,2,8,551.83,-0.3166,0,0,0,0,0
6503.54,8,0,4,954.72,5.8059,0,0,0,0,0
9456.93,18,1,8,346.22,26.2387,0,0,0,0,0
767.27,10,0,7,1741.02,-0.559,0,0,0,0,0
1174.98,11,1,3,713.13,0.6467,0,0,0,0,0
282.33,5,3,6,205.76,0.3703,0,0,1,0,0
6368.6,10,2,3,1657.7,2.8401,0,0,0,0,0
2975.37,19,1,4,270.7,9.9546,0,0,1,0,1
20167.47,3,1,6,109.25,181.9297,0,0,0,1,0
293.69,11,3,3,1938.45,-0.8481,0,0,0,0,0
622.03,5,1,5,1710.92,-0.6361,0,0,0,0,0
1551.8,11,0,7,330.91,3.6783,0,0,0,0,0
2892.09,8,2,8,4721.05,-0.3873,0,0,0,0,0
793.54,9,2,3,1613.61,-0.5079,0,0,0,0,0
296.06,19,2,8,78.1,2.7556,0,0,0,0,0
4113.84,12,0,4,300.64,12.6413,0,0,0,0,1
3234.74,9,1,3,2468.34,0.3104,1,0,0,0,0
277.44,14,0,1,5864.06,-0.9525,0,0,1,0,0
8376.32,7,1,6,602.76,12.8752,0,0,0,0,0
6344.21,9,0,3,1451.45,3.3686,0,0,0,0,0
1341.37,13,3,9,394.39,2.395,0,0,0,0,0
1235.7,9,2,1,1033.22,0.1958,0,0,1,0,0
2517.66,15,2,4,469.63,4.3517,0,0,0,0,1
301.1,12,3,5,129.57,1.3138,0,0,0,0,1
1147.16,17,0,2,560.81,1.0437,0,0,1,0,0
43.44,21,0,4,11970.45,-0.9963,0,0,1,0,0
4083.39,7,2,5,438.06,8.3026,0,0,0,0,1
105.4,10,1,2,757.18,-0.8597,0,0,0,0,1
10458.08,10,4,6,1020.72,9.2367,0,0,1,0,1
668.36,8,2,6,576.84,0.1584,0,0,1,0,0
798.31,18,3,9,321.22,1.4807,0,0,0,0,0
427.69,17,0,5,973.56,-0.5601,0,0,1,0,0
711.9,12,1,7,1134.05,-0.3719,0,0,1,0,1
9207.72,13,2,6,742.63,11.3834,0,0,0,0,0
26.27,6,2,3,367.53,-0.926,0,0,0,0,0
7446.12,13,4,5,486.85,14.265,0,0,1,0,1
1820.81,17,3,5,312.77,4.8062,0,0,0,0,0
179.37,14,1,6,1253.51,-0.8562,1,0,0,0,0
218.55,9,1,7,880.39,-0.7509,0,1,0,0,0
13556.07,15,1,8,744.99,17.1733,0,0,0,0,0
265.53,11,2,3,248.15,0.0698,0,0,0,0,0
194.41,13,0,3,191.27,0.0164,0,0,0,0,0
6038.87,12,1,5,582.03,9.3595,0,0,0,0,0
1822.25,11,1,5,83.71,20.5244,0,1,1,0,0
268.57,16,1,5,1065.03,-0.7471,0,0,0,0,0
1517.68,19,2,5,527.52,1.8735,0,0,0,0,0
235.42,0,0,4,291.56,-0.1919,0,0,1,1,0
5717.19,21,2,3,142.71,38.7903,0,0,0,0,0
5388.68,13,1,3,719.51,6.4804,0,1,0,0,1
2435.75,16,0,5,952.1,1.5567,0,1,1,0,0
1886.52,18,0,5,2797.65,-0.3256,0,0,0,0,0
15394.76,12,0,8,392.19,38.1559,0,0,0,0,1
1096.12,18,1,1,2669.57,-0.5892,0,0,0,0,0
186.27,8,1,5,770.51,-0.7573,1,0,0,0,0
2152.12,8,1,2,805.31,1.6703,0,0,0,0,1
25061.06,15,3,1,4387.76,4.7105,0,0,0,0,0
239.33,19,1,9,1151.76,-0.7915,0,0,0,0,0
637.66,19,4,2,1008.03,-0.3671,0,0,0,0,1
2048.1,15,1,8,388.29,4.2637,0,0,1,0,0
1011.45,13,4,9,188.3,4.3485,0,0,0,0,0
251.27,10,2,7,1042.54,-0.7583,0,0,0,0,0
5900.47,22,4,3,995.83,4.9202,0,1,0,0,0
35598.58,10,0,5,533.67,65.5823,0,0,0,0,0
1471.73,16,3,7,500.66,1.9357,0,0,0,0,0
282.56,13,3,6,173.39,0.6261,0,1,0,0,0
107.4,14,1,1,410.75,-0.7367,1,0,0,0,0
1614.8,11,1,5,1611.95,0.0018,0,0,0,0,0
5743.45,22,3,7,649.84,7.8262,0,0,0,0,1
2236.69,14,0,4,189.03,10.7753,0,0,0,0,0
1092.69,21,2,7,721.57,0.5136,0,0,0,0,0
453.09,0,3,4,5892.5,-0.923,0,0,1,1,0
213.1,14,4,5,5128.14,-0.9583,0,0,0,0,1
3835.78,16,2,3,228.21,15.739,0,0,0,0,0
4318.47,16,2,5,199.09,20.5881,0,0,1,0,0
107.92,20,1,2,362.39,-0.7003,0,1,1,0,0
11905.53,0,0,4,406.31,28.2319,0,0,0,1,1
2594.39,0,2,8,490.9,4.2762,0,1,1,1,1
8949.85,12,2,4,138.68,63.0818,0,0,1,0,1
146.47,4,3,2,906.41,-0.8375,0,1,0,1,0
141.35,22,0,8,293.74,-0.517,1,1,1,0,0
877.03,8,1,2,672.45,0.3038,0,0,0,0,0
2331.29,12,1,4,455.01,4.1146,1,0,0,0,1
16228.78,6,1,3,406.59,38.8192,0,0,0,0,1
3162.5,13,1,10,153.66,19.455,0,0,1,0,0
762.02,11,0,4,397.13,0.9165,0,0,1,0,0
235.2,6,5,5,206.28,0.1395,0,1,0,0,0
6939.61,10,0,5,194.63,34.4791,1,0,1,0,0
258.0,11,0,5,190.38,0.3533,0,0,1,0,0
12615.77,23,1,5,812.71,14.5052,0,0,0,1,1
715.82,8,1,9,101.39,6.0009,0,0,0,0,0
11918.81,13,0,3,2037.43,4.8476,0,0,0,0,0
3036.31,23,1,2,1891.14,0.6052,0,0,0,1,0
892.93,17,1,2,4874.45,-0.8166,0,0,0,0,0
503.16,23,2,4,238.16,1.1081,0,0,0,1,0
657.63,22,1,11,596.55,0.1022,0,0,0,0,0
2084.9,12,3,7,429.37,3.8467,0,0,1,0,1
